Abstract,predict
"Replace remaining print statements by appropriate levels of logging (#610)

Signed-off-by: Michael Marien <marien.mich@gmail.com>

Signed-off-by: Michael Marien <marien.mich@gmail.com>",0
"docs: add MichaelMarien as a contributor for doc (#614)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Signed-off-by: Amit Sharma <amit_sharma@live.com>
Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Docs for contributing code (#606)

* Added documentation for getting started with local development and contributing code to DoWhy

* removed virtualenv instructions, corrected type and added more graphviz info

* added clarification on virtualenv and about testing single files

* added DCO clarification and reformat intendation for nicer list enumaration

* added information about updating Poetry dependencies

* added formatting instructions

* added format fixing instructions

Signed-off-by: Michael Marien <marien.mich@gmail.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"docs: add darthtrevino as a contributor for code (#613)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"docs: add bkowshik as a contributor for code (#612)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Rename master branch to main branch along with fixing the Binder link (#585)

* Rename master branch to main

Signed-off-by: Bhargav Kowshik <bhargav.kowshik@gmail.com>

* fixed merge

* updated merge issues

Signed-off-by: Bhargav Kowshik <bhargav.kowshik@gmail.com>
Signed-off-by: Amit Sharma <amit_sharma@live.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Add formatting check to CI (updated) (#608)

* update workflow to include formatting

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* execute formatter

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"Add dependency to resolve security alert (#602)

* define mistune semver range to avoid cve

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update nbconvert to prerelease version

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* run poetry update

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove mistune specification, the update should be picked up with nbconvert update

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update poetry.lock

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"docs: add yemaedahrav as a contributor for code (#607)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Progress bar for refutation tests (#567)

* fixed warnings and progrss bar improvements

Fixed the warnings arising in propensity score estimators and added optional progress bars for refuters

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>

* code struture improvements

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>

* removed vscode references

* Added progress bar for dummy outcome refuter

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>

Signed-off-by: Amey Varhade <ameyvarhade@gmail.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Fix broken links to the gcm documentation page

Signed-off-by: Kailash Budhathoki <111277+kailashbuki@users.noreply.github.com>",0
"Small correction in estimate_ftest_pvalue

The error for the model without inputs should be based on the difference of the observed values to the mean in the training data set. However, the mean of the test set was used instead.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Use Poetry for Managing Dependencies, Tasks, and Package Builds (#584)

* replace legacy build and dependency systems with poetry

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove style=semver config

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update pip install of poetry-dynamic-versioning

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* pin llvmlite to version used by causalml; update python range accordingly

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add note about networkx requirement; remove pandas-stubs, pytest-xdist for futures PRs

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* update poetry.lock

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* remove import from _version

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* PR comments

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* move sphinx, sphinxscontrib-googleanalytics to poetry

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add some missing Sphinx dependencies; ignore generated documentation path

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add pandoc dependency for documentation generation

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add rpy2 to build-and-publish-docs action

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* add cuda, r dependencies

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* use the original image for the docs build

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* use updated docker image for generating docs

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

* move documentation dependencies into poetry as 'docs' optional

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"docs: add esmucler as a contributor for code (#593)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Algorithms for efficient adjustment (backdoor) sets (#549)

* cp class with undirected and flow graph methods
Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* add costs and several test instances

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* formatting, more examples

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* modify identify_ate_affect, adjust tests

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* Add some docstrings, assert on costs and conditional_node_names and some fixes to the tests

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* add shrier graph, fix error in check for sufficient condition, add test, warn on no costs passed only when mincost method is used

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>

* add example nb

Signed-off-by: Ezequiel Smucler <“ezequiels.90@gmail.com”>
Signed-off-by: Ezequiel Smucler <ezequiels.90@gmail.com>",0
"Restructure the Getting Started section in the docs

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Introduce PyData Sphinx theme and restructure docs accordingly

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add Google Analytics

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Display main as main-branch in docs version selector

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"CI: Update GH Action Trigger (#582)

* update gh-action trigger

Signed-off-by: Chris Trevino <chtrevin@microsoft.com>",0
"Change from master to main in sphinx multiversion conf

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add GCM extension paper to readme.rst

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Make str_to_dot function more robust against input strings

This function started to fail for newer versions of graphviz dependencies.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add GitHub Action to build and publish docs

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Introduce multiple versions of documentation

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Introduce versioneer for versioning

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"[Docs] contributing guide fix url (#571)

* fix formatting of hyperlink to contributing guidelines

Signed-off-by: Michael Marien <marien.mich@gmail.com>

* correct hyperlink to contributing page

Signed-off-by: Michael Marien <marien.mich@gmail.com>

* edited pywhy url

Signed-off-by: Amit Sharma <amit_sharma@live.com>

Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"Add missing modules to gcm init

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add example for drawing samples from a gcm

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Make a unit test for gcm direct arrow strength less flaky

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add gcm_ prefix to RCA microservice example notebook

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"docs: add astoeffelbauer as a contributor for code (#557)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Speed up refutation by parallelization (#527)

* add joblib parallelization to rand cause & placebo

* docstrings mainly

* added and moved joblib params

* rm some joblib params and cleanup

* rm vscode reference",0
"Fix issue in kernel tests when an input variable is completely constant

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix link to gcm counterfactual example notebook and revise title

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add optional parameter to gcm plot to change the figure size

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Support a dataframe as target_units for PropensityScoreWeightedEstimator and make estimate_effect more efficient for pre-fitted models(#547)

* Add an effect(self, df) method to built-in estimators

* Support dataframe target_units in PSW estimator

* Only process method string if fit_estimator is True

* Undo add of effect() method

* Fix order of checks for target_units",0
"Merge pull request #545 from py-why/update/v0.8

Version Bump: 0.8",0
"version update

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"installation in Azure ML guide (#473)

* follow up on open issue on the same topic

One MarkDown file describing the neuances of installing within AzureML

* Moved file to the docs folder, added pip/conda installation instructions, and converted to rst

Signed-off-by: Amit Sharma <amit_sharma@live.com>

Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"docs: add elikling as a contributor for doc (#540)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"docs: add itsoum as a contributor for code (#538)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Update dowhy_mediation_analysis.ipynb (#498)

* Update dowhy_mediation_analysis.ipynb

You had assign in causal_estimate_nie variable the natural direct effect and vice versa, so I corrected the typo.

* Update dowhy_mediation_analysis.ipynb",0
"Add gcm user guide for estimating average causal effects

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add gcm counterfactual notebook for a medical use case

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Move GCM user guide into new main user guide

This makes the user guide on GCM-based inference a chapter in the main user guide.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"added binder link

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Explain how to run example notebooks locally

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Calculate propensity score from model without refitting, if possible (#486)

* Propensity score refresh logic tweak. Factor out the logic to parent class.

* Better error message when evaluating unfitted propensity model",0
"Add the API for estimating average causal effect using GCM

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"docs: add kailashbuki as a contributor for code, doc (#522)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"docs: add petergtz as a contributor for code, doc (#521)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>
Co-authored-by: Amit Sharma <amit_sharma@live.com>",0
"docs: add bloebp as a contributor for code, doc (#520)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Add RBF kernel with columnwise adaptive precision

Using this as default kernel for HSIC and KCI.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add gcm supply chain example notebook

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add gcm 401k example notebook for CATE

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add a graph plot to the gcm RCA example

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Two sided bootstrap test in causal refuters (#504)

* return twice the calculated pvalue as this is a two-sided test

* added a space around ""="" operator

* add test to make sure bootstrap_test is returning two sided p values for refutation",0
"Fixed typo ""nullhypothesis"" -> ""null hypothesis""

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Rename gcm anomaly attribution functions for consistency

- Changing ""anomaly_score_attributions"" -> ""attribute_anomaly_scores""
- Changing ""conditional_anomaly_score"" -> ""conditional_anomaly_scores""

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add graph plotting utilities

These are pure convenience functions and are not related to causal inference features.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Refactored docs to create a getting started, user guide and contributing guide (#496)

* refactored docs to contain a getting started, user guide and contributing guide

* moved tutorial to case studies section

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* fixing the comment header for index.rst

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"Simplify gcm sampling implementations

Using pandas dataframes directly when generating samples, computing noise from observed data or when computing data from noise.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Refactor gcm arrow strength unit tests

Removing unit tests that uses variance as attribution function. Here, this includes the unit test that compares the squared difference of the mean, which is equivalent to the variance in the corresponding test case. The variance attribution function is the default behavior of arrow_strength and already tested separately.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix some links in docstrings

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"docs: add MichaelMarien as a contributor for code (#497)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Make sure placebo treatments are assigned consistently for categorical treatments (#472)

* Give the placebo column the same index as the original data in case of categorical treatments to avoid later mismatches

* add categorical treatment testsuite

* add tests for placebo refuter with categorical treatment

* add tests for placebo refuter with categorical treatment and non consecutive index for provided pandas dataframe",0
"Add GCM independence test user guide

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add validation module

- Add method to reject graph structure based on (conditional) independence tests
- Add method to validate post non-linear model assignments (e.g., additive noise models) by testing for independence between residual and input

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add regression based (conditional) independence test

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add gcm library paper to general dowhy readme for citation

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add simplified API for independence testing in GCM module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Rename parameters and revise docstrings

- Rename samples_of_interest to baseline_samples
- Rename background_samples to randomization_samples

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add guide for using confidence intervals for gcms

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Revising gcm RCA notebook

- Adding confidence intervals
- Adding remark on auto assignment of models
- Add attribution of single outliers

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Make gcm unit test for multiple interventions less flaky

Increasing the allowed absolute error.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Refactor unit tests for kernel independence tests

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Refactor unit tests of gcm anomaly module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Revise gcm basic example notebook

Making it consistent with the user guide.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add a user guide for intrinsic causal influence

Signed-off-by: Kailash Budhathoki <111277+kailashbuki@users.noreply.github.com>",0
Fix numpy version in test workflows to resolve some test dependency conflicts (#490),1
"Add a user guide for arrow strength

Signed-off-by: Kailash Budhathoki <111277+kailashbuki@users.noreply.github.com>",0
"Add GCM feature relevance module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Revise docstring and smaller refactors in gcm influence module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Make unit test for arrow strength less flaky

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Class attribtue of classifier FCM is now a property

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Change default measure in GCM arrow strenght estimation

- Now using the difference in variance
- Added missing docstring entry
- Added new unit test

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Introduce gcm influence module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add bibtex reference to the gcm library paper

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add missing doc reference to ShapleyConfig

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add gcm features for anomaly attribution and estimation

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Renaming 'estimate_density' to 'density' and add docstring

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Introduce anomaly scorers

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Introduce density estimators

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Introduce gcm uncertainty module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Adding sensitivity analysis for linear models based on Cinelli et al (#405)

* Adding Sensitivity analysis

* Resolve to issue #409

* Adding analysis summary

* Adding documentation

* Adding test

* Adding plotting code

* adding new tests

Co-authored-by: anusha <anushaagarwal2000.com>",0
"Add auto assignment to introduction user guide for GCM

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Set default auto assignment quality in GCM auto module to GOOD

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add GCM confidence interval feature

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add auto module to the main namespace

Signed-off-by: Kailash Budhathoki <111277+kailashbuki@users.noreply.github.com>",0
Flesh out GCM user guide chapter Customizing Causal Mechanism Assignment,0
Add kernel_based and approx_kernel_based to init file for better discovery,0
"Introduce gcm auto module

This module allows automatic assignment of causal mechanisms to nodes in the causal models.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Merge pull request #454 from py-why/all-contributors/add-ryanrussell

docs: add ryanrussell as a contributor for doc",0
docs: update .all-contributorsrc [skip ci],0
docs: update CONTRIBUTING.md [skip ci],0
"Correcting default parameter in KCI test

Changing scale_data by default from False to True and removing TODO entry.",1
"Revise and simplify approx_kernel_based

Now, the inputs are converted to numeric vectors and one specific approximation is used is used for all variables (instead of a different approximation per feature). This simplifies the customization of the utilized kernel approximation method and using the lambda function still offers the flexibility to concatenate different approximations into one function.",0
"Improve Docs Readability

Signed-off-by: Ryan Russell <git@ryanrussell.org>",0
"Revise and refactor kernel tests

Simplified kernel tests. Now, the inputs are converted to numeric vectors and one specific kernel is used for all variables (instead of a different kernel per feature). This simplifies the customization of the utilized kernel and using the lambda function still offers the flexibility to concatenate different kernels into one function.",0
Skip experimental import when sklearn version is >= 1.0,0
Add gcm RCA example (#440),0
"Merge pull request #441 from py-why/docs/update-readme-cla-copyright

Update CLA in readme and copyright in docs",0
updating CLA in readme and copyright in docs,0
"Adjust gcm docs to current feature set (#439)

* Remove auto-assign. We can re-introduce auto-assigning causal models once the module was merged.
* Fix names of causal queries.",0
Add basic example for GCM-based inference (#432),0
Add gcm recipe to README (#431),0
"added new rst files as part of Sphinx update of website (#430)

Adds new rst files for gcm
Updates dowhy.rst to include gcm",0
Add GCM section in README (#428),0
Add link to API v1 proposal in GCM introduction (#427),0
"Fix scikit-learn to 1.0.2 (#426)

This follows a recent change in causalml: https://github.com/uber/causalml/commit/939b962c54a4fbea835f686e2f82ab1d4e4bc8f8 and should fix dependency installation for tests.",0
Mention new location of documentation in README (#425),0
"Update README News section (#424)

* Add GCM-based inference features support",0
Introduce GCMs section in docs with basic GCM User Guide,0
"Merge pull request #421 from py-why/gcm-initial-contrib

Add gcm sub-package (includes API, interventions, counterfactuals, shapley, independence tests, distribution change attribiution)",0
"Removing old links that no longer work because of the py-why move (#420)

* updated old links

* more updates",0
"Merge pull request #419 from py-why/update-readme-after-move

Updated readme to be consistent with Py-Why move",0
updated readme to remove old links and author info,0
Make util & ml sub-package available in dowhy.gcm package,0
Update gcm module docstrings to note about experimental status,0
Add more docstrings to the stochastic_models module,0
Add more docstrings to the fmcs and the fitting_sampling module,0
Shorten class references in docstrings,0
Revise docstrings of various methods and add some inline comments,0
Fix docstring for EmpiricalDistribution,0
Add docstring for get_ordered_predecessors,0
Refactor whatif module to simplify intervention and counterfactual implementations,0
Add comment to explain why we need to store parents during fit,0
Add docstrings to dowhy.gcm.graph module,0
"Move EPS to new constant module

Also, remove its configurability through an env var. We don't need it at this point.",0
"Replace all dunder properties with single underscores

Dunders are actually not needed in this case and are recommended only in the case of conflicts.",0
Fix and improve docstrings in gcm sub-package,0
Add gcm distribution change attribution feature,0
Revise docstrings in independence tests and quantile based fwer method,0
Add gcm independence test features,0
Add docstrings and inline comments to the shapley module,0
Add gcm shapley feature,0
Fix a typo in the last commit,0
Add comments for remarks on 3-step counterfactual algorithm by Pearl,0
Add scm counterfactuals feature,0
Add gcm intervention feature,0
"Add gcm API building blocks

This does not contain any causal queries yet, just plain causal model interfaces and implementations, plus fitting and sampling.",0
"Version Bump: 0.7.1 (#398)

* updated test setup and added new version

* removed advanced tests

* updated readme",0
"Better docs: updated the method signature and docstrings for estimator classes (#389)

* updated the method signature and docstrings for estimator classes

* bug fixes

* updated the args passing

* fixed the bug in refutation test calls for num_ci_simulations

* used std init args

* updated num simulations to pass weighting test",0
"GraphRefuter: Adding conditional independence tests (#394)

Adding conditional independence tests for discrete and combination of numeric and discrete

Co-authored-by: anusha <anushaagarwal2000.com>",0
"Update README.rst (#397)

Added an news update for the workshop",0
updated hotel notebook to include unobserved confounding (#388),0
"Allow GLM models to output class for binary outcome for do-operation (#386)

* changes to regression

* added option to output score or class in glm

* updated fn reference",0
"Updated numpy version pinning in test runs for numba compatibility (#387)

* removed numpy pinning
* added version back because of numba",0
updated binder config to always install the current dowhy repo (#384),0
"Adding Graph Refutation based on Conditional Independence Test (#376)

* Adding CI test

* Added GraphRefutation object

* Added CausalModelRefutation class

* Add refutation tests

Co-authored-by: anusha <anushaagarwal2000.com>",0
"Call EconML estimate and shap_values methods in a way consistent with built-in estimators (#374)

* Call EconML estimator methods in a way consistent with built-in

Allow to call `effect`, `effect_inference`, and `shap_values` methods of wrapped EconML estimators by just passing in the whole dataframe, like you can with built-in estimators.
Makes it easier to use all estimators in a consistent fashion.

Took me a while to figure out that ._effect_modifier_names is the only list of column names to use for this that will also work with metalearners, so would like to spare future users that effort

* change return type of shap_values

* Fix linter issue

Rather than import shap here to make that class available, it's less invasive to just omit the return type",0
"Updating the docs and notebook for v0.7 (#371)

* updated docstrings to make sure they are in correct format

* Removed output from notebooks

* updated notebooks to fix any bugs

* updated refuter notebook

* updated format",0
Fixed causalmodel bug on trivial graph without any confounders (#369),0
"method_params[""init_params""] for dowhy core estimators (#363)

* method_params[""init_params""] for dowhy core estimators
* Both method_params and method_params[""init_params""] are supported currently. 

This allows to use method_params[""init_params""] with built-in DoWhy estimators consistent with how it is done for EconML, for example propensity_score_weighting_estimator, to supply eg custom propensity models.

* Handle dowhy estimators invoked via full path",0
"Support use of custom external estimators (#360)

* Support use of arbitrary external estimators

* Add mock estimator for tests

* Add test for external estimator import",0
"docs: add EgorKraevTransferwise as a contributor for code (#364)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Allow categories to be specified as non-booleans, as long as there are only two (#362)

* Update propensity_score_estimator.py

* Update propensity_score_estimator.py

Make the binary treatment check stricter, only allowing values equivalent to [0,1]",0
"Add support for daggity graphs (#358)

* User can input graphs in dagitty format, either as string or a txt file. They will automatically be converted to dowhy's internal format and processed.
Co-authored-by: anusha <anushaagarwal2000.com>",0
"Adds support for categorical treatment in regression estimators (#353)

* discrete treatment in regression + tests

* fix tests and allow backwards compatibility with treatment_is_binary

* keep using np.full to fix bug in dowhy_multiple_treatments.ipynb

* Add a comment on the linear assumption we are making in the test dataset",0
"Allow graph input with newlines. Solves issue #347 (#352)

Co-authored-by: anusha <anushaagarwal2000.com>",0
Version Bump: v0.7 (#355),0
"Changed default identification behavior with unobserved variables (#354)

Earlier, DoWhy would automatically add an unobserved variable, but it created confusion.

New behavior:
DoWhy does not add an unobserved variable. User has to provide it.
Identification proceeds as per user-provided graph. Simplified code.

* proceed_when_unidentifiable is redundant. Will be removed in a future version.

* fixed some identification errors with unobserved variables

* removed unobserved c from default graph of datasets.py

* fixed some notebook errors

* added error messages when identification has failed",0
"Optimize backdoor criterion identification for large graphs (#342)

* Used the d-separation algorithm from networkx
* Updated backdoor identification to be faster
* Refactor code for the new function
* Changed the logic for unobserved confounding to simply remove the unobserved confounder when returning a backdoor set. Simplifies the logic.",0
Make plotting optional for add unobserved common cause refuter (#343),0
"Infer num_strata automatically for propensity score stratification (#340)

PS Stratification needed users to specify both num_strata and clipping_threshold. This PR adds an iterative method to select num_strata automatically given a clipping_threshold. The thumb rule is that the chosen num_strata should lead to at least half of the strata having at least clipping_threshold data points for both treatment and control. 

* automatic stratification

* Updated datasets file to take custom std dev for treatment

* Added more noise in treatment in notebooks to simulate a realistic setting

* Updated getting started notebook",0
"updated python version for package workflow and removed a notebook from test (#339)

* updated python version for workflows

* removed optimize backdoor from tests since it will be phased out",0
"Improving the sensitivity analysis --add_unobserved_confounder (#338)

* updated sensitivity analysis to add default values of the confounders effect 

* fixed bugs with the generation of confounder

* added comments",0
removed analytic formula for conf int for regression with effect modifiers (#335),0
"Bug fix: Return zero if there is no directed path from treatment to outcome (#332)

* zero effect returned if there is no directed edge from treatment to outcome

* code change",0
"Updated sensitivity plots and notebook for add common cause refuter (#260)

* updated sensitivity plots for add common cause refuter

* updated random common cause to include p-value and better docs for notebook

* updated getting started notebook",0
"Specifying version of numpy to avoid failing tests due to numba dependency (#324)

* modified version of numpy",0
"minor fixes (#315)

Checks if effect_modifiers is [] or None in causal_model.py
Fixes a typo in causal graph in member-rewards notebook
removes a top-level import statement for graphviz",0
"Added support for custom propensity models (#318)

* Added support for custom propensity models

* Removed unnecessary params

* Made params more explicit

* Fixed code formatting",0
updated stratification estimator to avoud ravel warning (#314),0
"Allow effect estimation without need to refit the estimator model (#306)

* can estimate without need to refit the model

* added an example in jupyter notebook",0
Modified Test 5 in test script to work with python 3.8 (#302),0
"Causal model + identification speedup (#288)

* Added identify_vars and different functions to calculate common causes, instruments and effect modifiers
* Added class for Backdoor variable search

* Check for blocked paths during DFS
* Improved memoization

* Added Hitting Set Algorithm to generate backdoor variables per node pair

* Added test file and other changes

* Added 2 more test cases in pytest file

* Added notebook for optimized backdoor identification

* Added docstring

* Add condition to prevent adding colliders to backdoor paths",0
"docs: add toppare as a contributor for doc (#299)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
